Username,Created_at,Text
MariliaArraes,2020-11-17 12:32:24,rt bom dia pra todo mundo acordou vontade trabalhar pra fazer primeira prefeita mulher recif
MariliaArraes,2020-11-17 03:07:47,rt marilia arraes benedita silva duas mulheres enchem luta orgulho
MariliaArraes,2020-11-16 23:23:42,querida fico feliz torcida prazer ser amiga lindo acompanhar ca
MariliaArraes,2020-11-16 23:22:52,rt querida companheira parabens campanha linda fazendo recife eleicao
MariliaArraes,2020-11-16 20:39:50,vamos conseguir
MariliaArraes,2020-11-16 20:35:10,rt turno vamos vencer resultado simbolico recado acha povo recife d
MariliaArraes,2020-11-16 17:27:45,felicidade ver tantas vereadoras vereadores comprometidos sendo eleitos ontem parabens todas todos
MariliaArraes,2020-11-16 16:40:06,domingo emocionante demais vimos pratica recife quer virar pagina confia gente pra ess
MariliaArraes,2020-11-16 15:45:05,ja esperamos aqui recife pra posse presidente
MariliaArraes,2020-11-16 03:11:50,orgulho vamos pra vitoria joao
MariliaArraes,2020-11-16 03:10:41,obrigada querido campanha ate aqui linda demais vai crescer daqui pra frente vamos juntos
MariliaArraes,2020-11-16 02:12:11,menos mil votos gente joao campos perto vitoria nunca recife c
MariliaArraes,2020-11-16 01:57:58,conseguimos segundo turno hora continuar lutando rumo vitoria
